JEWEL,BERGERON,5019,6
JEFFREY,MONTALVO,5020,6
CLIFFORD,MANLEY,5021,6
DWIGHT,ZIEGLER,5022,6
CLIFFORD,BOGGS,5023,6
HERMAN,CROWE,5024,6
OSCAR,FLANAGAN,5025,6
MELVIN,ESPINOSA,5026,6
JAMISON,SANDS,5027,6
FREDRIC,FELICIANO,5028,6
NELSON,HELM,5029,6
MARIO,HURT,5030,6
ALFRED,WADDELL,5031,6
MALIK,ABEL,5032,6
TOD,MCCAIN,5033,6
RASHAD,MCGINNIS,5034,6
SEAN,KOEHLER,5035,6
ABRAM,BURRELL,5036,6
DONG,NIETO,5037,6
ELROY,COFFMAN,5038,6
MAN,LEVIN,5039,6
ALFREDO,STREET,5040,6
GERALD,WALDRON,5041,6
BO,ENGLAND,5042,6
DEMARCUS,MAYFIELD,5043,6
TYREE,PAINTER,5044,6
MIQUEL,ONEIL,5045,6
LEON,DANG,5046,6
CONNIE,POST,5047,6
ALBERT,FORREST,5048,6
NELSON,STEINER,5049,6
BRICE,REDMOND,5050,6
ARNOLD,KINNEY,5051,6
BOYCE,LATHAM,5052,6
BRENT,PUTNAM,5053,6
KEVIN,STRATTON,5054,6
ANTONIO,MEREDITH,5055,6
JOSHUA,VERNON,5056,6
CLARENCE,ANGEL,5057,6
ENRIQUE,ROSENBERG,5100,7
KEITH,BERNAL,5101,7
MIKE,SYLVESTER,5102,7
BUD,SHOEMAKER,5103,7
WILLIAN,ARAGON,5104,7
SEAN,CARLISLE,5105,7
SEAN,SEYMOUR,5106,7
DON,CHO,5107,7
RAMON,MUNIZ,5108,7
RALPH,MEREDITH,5109,7
NEWTON,KAY,5110,7
VINCENT,COATES,5111,7
SHAYNE,PINTO,5112,7
RENE,RODRIQUEZ,5113,7
MICHAL,HERBERT,5114,7
BOB,BERNSTEIN,5115,7
RONNIE,RENTERIA,5116,7
HAI,FRASER,5117,7
EDGAR,STRINGER,5118,7
ALLAN,CARUSO,5119,7
SERGIO,MONTANO,5120,7
LENNY,AVILES,5121,7
WERNER,OTT,5122,7
GLEN,COE,5123,7
PHILLIP,PETTIT,5124,7
TORY,OVERTON,5125,7
DELMER,CONNORS,5126,7
BERTRAM,LEYVA,5127,7
JOSPEH,AKINS,5128,7
ALONSO,NAVA,5129,7
HILARIO,JEFFERS,5130,7
DELMER,CLEMONS,5131,7
FRANCISCO,ONEIL,5132,7
HAROLD,LAND,5133,7
PEDRO,BLEDSOE,5134,7
JOHN,XIONG,5135,7
WALLY,CABRAL,5136,7
HAYDEN,HUGGINS,5137,7
MAN,LEUNG,5138,7
KYLE,WILLIAM,5139,7
SANTO,PRITCHETT,5140,7
JESSE,HANNAH,5141,7
THEODORE,KERN,5142,7
WINFORD,ENGLE,5200,8
RUPERT,BABCOCK,5201,8
SAMUEL,KINNEY,5202,8
RUPERT,MEEKS,5203,8
ALONSO,THURMAN,5204,8
STANLEY,FOREMAN,5205,8
BRIAN,HINKLE,5206,8
RENALDO,CAMP,5207,8
RENE,SAUCEDO,5208,8
JAROD,CALVERT,5209,8
EUSEBIO,MARCUS,5210,8
IKE,LANGE,5211,8
EDWARD,DILL,5212,8
DAVID,LUNSFORD,5213,8
GARY,RODRIGUES,5214,8
ERNEST,DOTY,5215,8
WAYLON,CONNELLY,5216,8
WALKER,TEMPLE,5217,8
RICKY,PEACOCK,5218,8
JEREMY,CORBIN,5219,8
CARL,DILL,5220,8
TAD,WINKLER,5221,8
AHMED,LEYVA,5222,8
ELDRIDGE,HAND,5223,8
DEANGELO,ELDER,5224,8
CLIFFORD,HINKLE,5225,8
BEN,BOYCE,5226,8
WILLIAN,MUNIZ,5227,8
HUEY,TONEY,5228,8
JOHN,WISEMAN,5229,8
BILLY,CONNOLLY,5230,8
CLAYTON,DEVINE,5231,8
JEFFREY,TYSON,5232,8
PRINCE,SMILEY,5233,8
JULIAN,DAVISON,5234,8
OSCAR,ELKINS,5235,8
CRISTOBAL,VIGIL,5236,8
WALTON,MALLORY,5237,8
EDGARDO,CRABTREE,5238,8
LEROY,EMERSON,5239,8
JUSTIN,DO,5240,8
REGINALD,SORIANO,5241,8
REYES,MCGRAW,5242,8
LAWRENCE,SCHUSTER,5243,8
EDGARDO,SHERWOOD,5244,8
MANUAL,NAPIER,5245,8
CALVIN,GUNN,5246,8
RENATO,LINDSAY,5247,8
SAMUEL,MAJOR,5248,8
TYRON,DICKEY,5249,8
HARLAND,CUELLAR,5250,8
